track_id,x,y,class,camera_id,intersection_id,phase,name
track_id,x,y,class,camera_id,intersection_id,phase,name
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,743,731,car,3,7356,1100ee,1100eecar5
-1957,735,719,car,3,7356,1100ee,1100eecar5
-1957,735,711,car,3,7356,1100ee,1100eecar5
-1957,735,703,car,3,7356,1100ee,1100eecar5
-1957,735,696,car,3,7356,1100ee,1100eecar5
-1957,735,686,car,3,7356,1100ee,1100eecar5
-1957,735,679,car,3,7356,1100ee,1100eecar5
-1957,735,676,car,3,7356,1100ee,1100eecar5
-1957,735,658,car,3,7356,1100ee,1100eecar5
-1957,735,644,car,3,7356,1100ee,1100eecar5
-1957,735,638,car,3,7356,1100ee,1100eecar5
-1957,735,626,car,3,7356,1100ee,1100eecar5
-1957,735,620,car,3,7356,1100ee,1100eecar5
-1957,735,613,car,3,7356,1100ee,1100eecar5
-1957,735,606,car,3,7356,1100ee,1100eecar5
-1957,727,600,car,3,7356,1100ee,1100eecar5
-1957,727,593,car,3,7356,1100ee,1100eecar5
-1957,723,586,car,3,7356,1100ee,1100eecar5
-1957,723,573,car,3,7356,1100ee,1100eecar5
-1957,716,552,car,3,7356,1100ee,1100eecar5
-1957,716,527,car,3,7356,1100ee,1100eecar5
-1957,716,519,car,3,7356,1100ee,1100eecar5
-1957,714,510,car,3,7356,1100ee,1100eecar5
-1957,714,499,car,3,7356,1100ee,1100eecar5
-1957,711,491,car,3,7356,1100ee,1100eecar5
-1957,711,469,car,3,7356,1100ee,1100eecar5
-1957,711,459,car,3,7356,1100ee,1100eecar5
-1957,706,456,car,3,7356,1100ee,1100eecar5
-1957,706,443,car,3,7356,1100ee,1100eecar5
-1957,703,434,car,3,7356,1100ee,1100eecar5
-1957,703,408,car,3,7356,1100ee,1100eecar5
-1957,702,388,car,3,7356,1100ee,1100eecar5
-1957,698,378,car,3,7356,1100ee,1100eecar5
-2173,721,618,car,3,7356,1100ee,1100eecar6
-2173,715,593,car,3,7356,1100ee,1100eecar6
-2173,715,573,car,3,7356,1100ee,1100eecar6
-2173,713,503,car,3,7356,1100ee,1100eecar6
-2173,713,489,car,3,7356,1100ee,1100eecar6
-2173,712,467,car,3,7356,1100ee,1100eecar6
-2173,712,452,car,3,7356,1100ee,1100eecar6
-2173,712,441,car,3,7356,1100ee,1100eecar6
-2173,712,425,car,3,7356,1100ee,1100eecar6
-2173,710,412,car,3,7356,1100ee,1100eecar6
-2173,710,397,car,3,7356,1100ee,1100eecar6
-2173,707,385,car,3,7356,1100ee,1100eecar6
-2173,705,357,car,3,7356,1100ee,1100eecar6
-2173,701,345,car,3,7356,1100ee,1100eecar6
-2173,699,287,car,3,7356,1100ee,1100eecar6
-2173,695,277,car,3,7356,1100ee,1100eecar6
-2173,695,261,car,3,7356,1100ee,1100eecar6
-2173,695,227,car,3,7356,1100ee,1100eecar6
-2173,692,188,car,3,7356,1100ee,1100eecar6
-2173,688,183,car,3,7356,1100ee,1100eecar6
-2173,688,160,car,3,7356,1100ee,1100eecar6
-2173,688,132,car,3,7356,1100ee,1100eecar6
1049,1106,149,car,3,7356,4400bb,4400bbcar0
1049,1077,158,car,3,7356,4400bb,4400bbcar0
1049,1053,169,car,3,7356,4400bb,4400bbcar0
1049,976,191,car,3,7356,4400bb,4400bbcar0
1049,928,208,car,3,7356,4400bb,4400bbcar0
1049,897,221,car,3,7356,4400bb,4400bbcar0
1049,829,245,car,3,7356,4400bb,4400bbcar0
1049,774,267,car,3,7356,4400bb,4400bbcar0
1049,717,287,car,3,7356,4400bb,4400bbcar0
1049,699,292,car,3,7356,4400bb,4400bbcar0
1049,681,300,car,3,7356,4400bb,4400bbcar0
1049,627,320,car,3,7356,4400bb,4400bbcar0
1049,610,325,car,3,7356,4400bb,4400bbcar0
1049,566,346,car,3,7356,4400bb,4400bbcar0
1049,529,361,car,3,7356,4400bb,4400bbcar0
1049,511,368,car,3,7356,4400bb,4400bbcar0
1049,491,372,car,3,7356,4400bb,4400bbcar0
1049,472,380,car,3,7356,4400bb,4400bbcar0
1049,435,392,car,3,7356,4400bb,4400bbcar0
1049,410,402,car,3,7356,4400bb,4400bbcar0
1049,376,410,car,3,7356,4400bb,4400bbcar0
1218,636,585,car,3,7356,4400bb,4400bbcar1
1218,656,583,car,3,7356,4400bb,4400bbcar1
1218,677,577,car,3,7356,4400bb,4400bbcar1
1218,721,562,car,3,7356,4400bb,4400bbcar1
1218,744,550,car,3,7356,4400bb,4400bbcar1
1218,785,540,car,3,7356,4400bb,4400bbcar1
1218,808,523,car,3,7356,4400bb,4400bbcar1
1218,827,515,car,3,7356,4400bb,4400bbcar1
1218,846,503,car,3,7356,4400bb,4400bbcar1
1218,867,497,car,3,7356,4400bb,4400bbcar1
1218,884,484,car,3,7356,4400bb,4400bbcar1
1218,902,474,car,3,7356,4400bb,4400bbcar1
1218,924,469,car,3,7356,4400bb,4400bbcar1
1218,946,469,car,3,7356,4400bb,4400bbcar1
1218,964,456,car,3,7356,4400bb,4400bbcar1
1218,983,445,car,3,7356,4400bb,4400bbcar1
1218,1022,433,car,3,7356,4400bb,4400bbcar1
1218,1059,418,car,3,7356,4400bb,4400bbcar1
1218,1075,407,car,3,7356,4400bb,4400bbcar1
1218,1089,394,car,3,7356,4400bb,4400bbcar1
1218,1107,389,car,3,7356,4400bb,4400bbcar1
1218,1122,379,car,3,7356,4400bb,4400bbcar1
1218,1145,379,car,3,7356,4400bb,4400bbcar1
1517,1117,193,car,3,7356,4400bb,4400bbcar2
1517,1099,202,car,3,7356,4400bb,4400bbcar2
1517,1033,223,car,3,7356,4400bb,4400bbcar2
1517,965,247,car,3,7356,4400bb,4400bbcar2
